analysis_type,station_name,station_type,total_casual_trips_2024,unique_casual_riders,avg_trips_per_active_day,casual_percentage,composite_roi_score,investment_recommendation,recommended_tactics,conservative_conversion_target,optimistic_conversion_target,annual_revenue_potential,campaign_timeline_priority,success_metrics_target
STATION_ROI_ANALYSIS,"""University Ave & 59th St""",Quality Usage Station,1372,1,4.40,21.96,64.49,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,206,343,49392,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Spaulding Ave & Division St""",Commuter Station,634,1,2.38,33.00,64.44,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,95,159,22824,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Winchester Ave & Elston Ave""",Commuter Station,768,1,2.87,25.71,64.40,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,115,192,27648,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Kostner Ave & Bryn Mawr Ave""",Quality Usage Station,203,1,2.09,54.13,64.35,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,30,51,7308,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Albany Ave & Montrose Ave""",Quality Usage Station,680,1,2.60,32.00,64.33,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,102,170,24480,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Drake Ave & Montrose Ave""",Commuter Station,565,1,2.31,43.76,64.33,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,85,141,20340,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Western Ave & Grace St""",Quality Usage Station,543,1,2.42,46.53,64.33,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,81,136,19548,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Cherry Ave & Blackhawk St""",Commuter Station,613,1,2.60,30.74,64.29,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,92,153,22068,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Malcolm X College""",Quality Usage Station,627,1,2.84,30.14,64.27,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,94,157,22572,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Troy St & Elston Ave""",Quality Usage Station,566,1,2.34,24.97,64.27,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,85,142,20376,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Kosciuszko Park""",Quality Usage Station,937,1,3.55,39.55,64.22,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,141,234,33732,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""St Louis Ave & Norman Bobbins Pl""",Emerging Opportunity,109,1,1.36,80.74,64.22,Minimal Investment ($100-500/year),Conversion-Focused Signage + Member Benefits Display + Peer Influence,16,27,3924,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Western Ave & Roscoe St""",Quality Usage Station,866,1,3.23,31.18,64.21,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,130,217,31176,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Wood St & Taylor St (Temp)""",Quality Usage Station,756,1,2.78,13.04,64.19,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,113,189,27216,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Greenview Ave & Jarvis Ave""",Quality Usage Station,1110,1,3.46,34.57,64.17,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,167,278,39960,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""California Ave & Fletcher St""",Quality Usage Station,971,1,3.46,38.93,64.17,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,146,243,34956,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""South Shore Dr & 74th St""",Quality Usage Station,226,1,1.55,63.48,64.16,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,34,57,8136,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""California Ave & Byron St""",Quality Usage Station,910,1,3.20,35.81,64.15,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,137,228,32760,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""N Southport Ave & W Newport Ave""",Quality Usage Station,659,1,3.00,39.13,64.04,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,99,165,23724,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Central Park Ave & Elbridge Ave""",Quality Usage Station,908,1,3.62,32.90,64.00,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,136,227,32688,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Halsted St & 21st St""",Quality Usage Station,873,1,3.20,34.25,64.00,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,131,218,31428,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Oakley Ave & Irving Park Rd""",Quality Usage Station,714,1,2.68,28.66,64.00,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,107,179,25704,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Washtenaw Ave & Lawrence Ave""",Quality Usage Station,848,1,3.22,33.85,63.99,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,127,212,30528,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Christiana Ave & Lawrence Ave""",Quality Usage Station,660,1,2.61,38.39,63.99,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,99,165,23760,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Austin Blvd & Lake St""",Quality Usage Station,202,1,1.43,66.67,63.98,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,30,51,7272,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Ogden Ave & Congress Pkwy""",Quality Usage Station,907,1,3.22,23.89,63.90,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,136,227,32652,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Glenwood Ave & Touhy Ave""",Commuter Station,1051,1,3.26,42.19,63.86,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,158,263,37836,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Winchester (Ravenswood) Ave & Balmoral Ave""",Quality Usage Station,811,1,2.80,41.29,63.83,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,122,203,29196,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Francisco Ave & Chicago Ave""",Quality Usage Station,540,1,2.17,39.97,63.81,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,81,135,19440,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""W Oakdale Ave & N Broadway""",Commuter Station,600,1,4.17,37.27,63.78,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,90,150,21600,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Prairie Ave & 43rd St""",Quality Usage Station,403,1,2.04,58.92,63.70,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,60,101,14508,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Avondale Ave & Irving Park Rd""",Quality Usage Station,937,1,3.20,31.60,63.68,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,141,234,33732,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Avers Ave & Belmont Ave""",Quality Usage Station,952,1,3.32,41.59,63.66,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,143,238,34272,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Morgan St & 31st St""",Quality Usage Station,919,1,3.28,23.64,63.58,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,138,230,33084,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Leavitt St/North Ave""",Commuter Station,690,1,2.66,27.58,63.57,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,104,173,24840,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Prairie Ave & Garfield Blvd""",Quality Usage Station,503,1,2.12,40.83,63.51,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,75,126,18108,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Troy St & North Ave""",Commuter Station,752,1,2.88,38.49,63.49,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,113,188,27072,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""W Washington Blvd & N Peoria St""",Quality Usage Station,594,1,2.68,28.17,63.48,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,89,149,21384,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Kedzie Ave & Leland Ave""",Quality Usage Station,681,1,2.47,28.28,63.45,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,102,170,24516,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Calumet Ave & 33rd St""",Quality Usage Station,1052,1,3.60,8.45,63.44,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,158,263,37872,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Lincoln Ave & Winona St""",Quality Usage Station,589,1,2.36,30.69,63.39,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,88,147,21204,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Cullerton St""",Quality Usage Station,968,1,3.56,34.66,63.36,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,145,242,34848,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Hampden Ct & Diversey Ave""",Quality Usage Station,677,1,3.72,31.03,63.35,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,102,169,24372,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Francisco Ave & Foster Ave""",Quality Usage Station,602,1,2.32,27.97,63.27,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,90,151,21672,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Manor Ave & Leland Ave""",Quality Usage Station,553,1,2.32,33.09,63.27,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,83,138,19908,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Racine Ave & 15th St""",Quality Usage Station,944,1,3.42,29.61,63.26,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,142,236,33984,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""May St & Cullerton St""",Quality Usage Station,782,1,2.84,28.03,63.26,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,117,196,28152,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Princeton Ave & 47th St""",Quality Usage Station,202,1,1.42,50.25,63.24,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,30,51,7272,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Western Ave & Fillmore St""",Commuter Station,577,1,2.15,14.23,63.18,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,87,144,20772,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Kilbourn Ave & Roscoe St""",Quality Usage Station,206,1,1.50,51.63,63.16,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,31,52,7416,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Rockwell St & Eastwood Ave""",Quality Usage Station,922,1,3.09,29.25,63.15,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,138,231,33192,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Emerald Ave & 28th St""",Quality Usage Station,621,1,2.36,23.63,63.14,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,93,155,22356,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Drake Ave & Addison St""",Commuter Station,689,1,2.57,37.02,63.13,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,103,172,24804,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Long & Irving Park""",Commuter Station,296,1,1.57,56.38,63.09,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,44,74,10656,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Western Ave & Congress Pkwy""",Quality Usage Station,629,1,2.45,22.94,62.90,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,94,157,22644,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Cottage Grove Ave & 67th St""",Commuter Station,243,1,1.54,51.70,62.88,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,36,61,8748,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Wentworth Ave & 24th St""",Quality Usage Station,820,1,3.46,42.01,62.87,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,123,205,29520,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""McCormick Blvd & Devon Ave""",Quality Usage Station,502,1,2.41,41.35,62.79,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,75,126,18072,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Dodge Ave & Church St""",Quality Usage Station,498,1,2.19,52.15,62.74,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,75,125,17928,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Elmwood Ave & Austin St""",Commuter Station,418,1,2.00,55.36,62.73,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,63,105,15048,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Kedzie Ave & Redfield Dr""",Commuter Station,133,1,1.71,91.72,62.68,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,20,33,4788,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Greenwood Ave & 47th St""",Quality Usage Station,580,1,2.59,21.87,62.67,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,87,145,20880,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Monticello Ave & Irving Park Rd""",Commuter Station,547,1,2.12,23.71,62.65,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,82,137,19692,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""N Carpenter St & W Lake St""",Quality Usage Station,740,1,2.68,28.29,62.62,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,111,185,26640,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Western Ave & 21st St""",Quality Usage Station,552,1,2.23,35.03,62.62,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,83,138,19872,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""State St & 35th St""",Quality Usage Station,761,1,2.97,14.62,62.60,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,114,190,27396,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Sheridan Rd & Greenleaf Ave""",Quality Usage Station,753,1,3.27,31.41,62.60,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,113,188,27108,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Central St Metra""",Quality Usage Station,665,1,2.45,48.33,62.58,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,100,166,23940,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Central Park Ave & Bloomingdale Ave""",Quality Usage Station,926,1,3.60,48.08,62.56,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,139,232,33336,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Wentworth Ave & 33rd St""",Quality Usage Station,629,1,2.67,19.76,62.41,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,94,157,22644,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Lawndale Ave & 30th St""",Emerging Opportunity,126,1,1.22,84.56,62.39,Minimal Investment ($100-500/year),Conversion-Focused Signage + Member Benefits Display + Peer Influence,19,32,4536,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Stony Island Ave & 63rd St""",Quality Usage Station,221,1,1.71,52.12,62.38,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,33,55,7956,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Elston Ave & Henderson St""",Quality Usage Station,380,1,1.72,52.41,62.29,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,57,95,13680,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Calumet Park""",Emerging Opportunity,187,1,2.03,80.26,62.29,Minimal Investment ($100-500/year),Conversion-Focused Signage + Member Benefits Display + Peer Influence,28,47,6732,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Shields Ave & 31st St""",Quality Usage Station,656,1,2.72,13.95,62.19,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,98,164,23616,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Narragansett Ave & Wrightwood Ave""",Quality Usage Station,222,1,1.80,58.89,62.12,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,33,56,7992,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Indiana Ave & 31st St""",Quality Usage Station,702,1,2.99,16.65,62.11,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,105,176,25272,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Western Blvd & 48th Pl""",Quality Usage Station,274,1,1.86,52.59,62.09,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,41,69,9864,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Wallace St & 35th St""",Quality Usage Station,585,1,2.67,27.45,62.06,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,88,146,21060,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Halsted St & 35th St""",Quality Usage Station,845,1,2.90,32.33,61.88,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,127,211,30420,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Central Ave & Roscoe St""",Emerging Opportunity,114,1,1.30,71.25,61.73,Minimal Investment ($100-500/year),Conversion-Focused Signage + Member Benefits Display + Peer Influence,17,29,4104,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Eastlake Ter & Howard St""",Quality Usage Station,500,1,2.35,34.41,61.68,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,75,125,18000,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Keeler Ave & Carmen Ave""",Quality Usage Station,265,1,2.09,56.87,61.65,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,40,66,9540,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Conservatory Dr & Lake St""",Quality Usage Station,323,1,1.92,57.89,61.56,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,48,81,11628,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Calumet Ave & 35th St""",Quality Usage Station,521,1,2.33,19.22,61.52,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,78,130,18756,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""South Shore Dr & 71st St""",Quality Usage Station,501,1,2.51,43.23,61.40,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,75,125,18036,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Sheridan Rd & Columbia Ave""",Quality Usage Station,979,1,3.63,28.51,61.39,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,147,245,35244,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Central Park Ave & Ogden Ave""",Quality Usage Station,358,1,1.80,56.11,61.38,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,54,90,12888,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Rhodes Ave & 32nd St""",Commuter Station,653,1,2.67,8.13,61.32,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,98,163,23508,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Harper Ave & 59th St""",Quality Usage Station,728,1,2.72,25.20,61.28,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,109,182,26208,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & Columbia Ave""",Quality Usage Station,742,1,2.54,28.39,61.21,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,111,186,26712,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Lake Park Ave & 47th St""",Quality Usage Station,908,1,3.68,42.31,61.08,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,136,227,32688,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""MLK Jr Dr & Pershing Rd""",Quality Usage Station,542,1,2.67,37.77,60.81,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,81,136,19512,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Walnut (Lake) St""",Quality Usage Station,439,1,2.71,29.72,60.62,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,66,110,15804,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Woodlawn Ave & Lake Park Ave""",Commuter Station,630,1,2.69,36.46,60.49,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,95,158,22680,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Troy St & Grace St""",Commuter Station,418,1,2.03,41.59,60.41,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,63,105,15048,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Lincolnwood Dr & Central St""",Quality Usage Station,280,1,1.67,52.83,60.31,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,42,70,10080,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Kedzie Ave & George St""",Quality Usage Station,473,1,2.31,42.96,60.30,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,71,118,17028,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Milwaukee Ave & Ainslie St""",Quality Usage Station,272,1,2.11,45.03,59.96,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,41,68,9792,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""N Paulina St & Lincoln Ave""",Quality Usage Station,498,1,2.29,27.71,59.95,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,75,125,17928,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Big Marsh Park""",Emerging Opportunity,214,1,2.49,69.71,59.95,Minimal Investment ($100-500/year),Weekend Events + Tourist-Focused Signage + Recreational Messaging,32,54,7704,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Ashland Ave & 13th St""",Quality Usage Station,473,1,2.20,14.82,59.87,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,71,118,17028,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Racine Ave & 35th St""",Quality Usage Station,446,1,2.12,30.84,59.75,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,67,112,16056,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""California Ave & Marquette Rd""",Emerging Opportunity,104,1,1.37,75.36,59.75,Minimal Investment ($100-500/year),Conversion-Focused Signage + Member Benefits Display + Peer Influence,16,26,3744,Low Priority (Q3-Q4 2025),5-15% conversion rate target
